Model Outputs
200
,,Id_5:LPelvisAngles_M,,,Id_5:LHipAngles_M,,,Id_5:LKneeAngles_M,,,Id_5:LAnkleAngles_M,,,Id_5:RPelvisAngles_M,,,Id_5:RHipAngles_M,,,Id_5:RKneeAngles_M,,,Id_5:RAnkleAngles_M,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1260,0,7.59141,-4.91671,8.01506,-16.276,-0.466602,-25.5426,22.6969,-8.21654,-15.461,-26.804,-7.54263,31.6867,7.59141,4.91671,-8.01506,32.9862,9.86253,-8.90896,11.6173,-2.49092,-18.1113,12.9162,-9.14851,29.9965
1261,0,7.32215,-4.83473,8.20174,-15.9674,-0.606443,-26.0218,25.327,-8.79445,-14.6727,-26.8791,-7.38746,31.1398,7.32215,4.83473,-8.20174,32.0424,9.93048,-8.13791,10.1947,-2.12952,-19.0387,13.0809,-9.49523,30.933
1262,0,7.02757,-4.7317,8.34669,-15.6038,-0.750187,-26.418,28.1475,-9.38134,-13.7949,-26.663,-7.1852,30.4171,7.02757,4.7317,-8.34669,31.1636,9.96011,-7.36709,9.06945,-1.8437,-19.9267,13.1334,-9.81169,31.7712
1263,0,6.71777,-4.60692,8.44864,-15.1846,-0.896015,-26.7297,31.1336,-9.96401,-12.8424,-26.2055,-6.93428,29.5049,6.71777,4.60692,-8.44864,30.3584,9.94968,-6.60051,8.23796,-1.62598,-20.7621,13.0643,-10.0934,32.5043
1264,0,6.39451,-4.46237,8.51086,-14.7155,-1.04195,-26.9622,34.2603,-10.5312,-11.8337,-25.5617,-6.63613,28.3986,6.39451,4.46237,-8.51086,29.6255,9.9008,-5.85398,7.69521,-1.46789,-21.512,12.868,-10.3329,33.1175
1265,0,6.06791,-4.29918,8.53276,-14.1934,-1.1874,-27.1134,37.5025,-11.0694,-10.7925,-24.7847,-6.29463,27.1017,6.06791,4.29918,-8.53276,28.9719,9.81288,-5.14246,7.43374,-1.35839,-22.1616,12.5369,-10.5263,33.6066
1266,0,5.74361,-4.12138,8.51443,-13.6168,-1.33371,-27.187,40.8362,-11.5694,-9.74439,-23.9227,-5.91718,25.6315,5.74361,4.12138,-8.51443,28.3959,9.68767,-4.48865,7.43727,-1.2853,-22.6849,12.0625,-10.668,33.961
1267,0,5.43134,-3.93181,8.46363,-12.9801,-1.47964,-27.1905,44.2372,-12.0215,-8.71794,-23.0165,-5.51335,24.0164,5.43134,3.93181,-8.46363,27.9005,9.53003,-3.90512,7.6913,-1.23672,-23.0621,11.4434,-10.7524,34.1706
1268,0,5.14186,-3.7326,8.37979,-12.2745,-1.62613,-27.1242,47.6831,-12.4172,-7.74143,-22.0985,-5.09343,22.2918,5.14186,3.7326,-8.37979,27.4894,9.34028,-3.41094,8.17798,-1.20176,-23.277,10.6818,-10.775,34.2265
1269,0,4.87851,-3.53385,8.26749,-11.4992,-1.77927,-26.9943,51.1515,-12.7493,-6.84901,-21.1925,-4.66996,20.5072,4.87851,3.53385,-8.26749,27.1548,9.12755,-3.00546,8.87519,-1.16795,-23.3091,9.78958,-10.7228,34.0971
1270,0,4.65956,-3.33457,8.13324,-10.636,-1.93685,-26.8081,54.6218,-13.0141,-6.06962,-20.3136,-4.25463,18.7145,4.65956,3.33457,-8.13324,26.9115,8.894,-2.71692,9.76944,-1.13261,-23.1403,8.80117,-10.5994,33.7896
1271,0,4.48601,-3.1449,7.98692,-9.6853,-2.10473,-26.578,58.0731,-13.2086,-5.4344,-19.4714,-3.85895,16.9697,4.48601,3.1449,-7.98692,26.7518,8.65175,-2.52974,10.8409,-1.08816,-22.765,7.75622,-10.3978,33.2824
1272,0,4.37007,-2.96704,7.82937,-8.63387,-2.28547,-26.3051,61.4877,-13.3309,-4.96763,-18.668,-3.49286,15.3251,4.37007,2.96704,-7.82937,26.6823,8.40367,-2.45392,12.0731,-1.03336,-22.1462,6.71176,-10.1092,32.5448
1273,0,4.31873,-2.80781,7.67208,-7.47345,-2.48525,-26.0025,64.8494,-13.3811,-4.68995,-17.9039,-3.16524,13.8306,4.31873,2.80781,-7.67208,26.7076,8.16252,-2.47729,13.4554,-0.970353,-21.2937,5.73634,-9.74173,31.5872
1274,0,4.33627,-2.67269,7.52166,-6.19701,-2.71067,-25.6785,68.1448,-13.3613,-4.61641,-17.1754,-2.88356,12.5296,4.33627,2.67269,-7.52166,26.8267,7.93828,-2.58532,14.9755,-0.901535,-20.1862,4.89651,-9.29127,30.3844
1275,0,4.42673,-2.56791,7.38428,-4.79747,-2.97047,-25.3422,71.3615,-13.2776,-4.74953,-16.4778,-2.65306,11.4549,4.42673,2.56791,-7.38428,27.0412,7.74324,-2.76407,16.6227,-0.833085,-18.8159,4.25031,-8.76135,28.9285
1276,0,4.59109,-2.49832,7.26649,-3.26984,-3.27195,-24.9997,74.4897,-13.1358,-5.09043,-15.8066,-2.47782,10.6321,4.59109,2.49832,-7.26649,27.3497,7.58917,-3.01133,18.3854,-0.777908,-17.1923,3.83809,-8.16628,27.2409
1277,0,4.82858,-2.47001,7.17125,-1.61066,-3.62421,-24.6528,77.5205,-12.944,-5.62698,-15.1575,-2.35939,10.0735,4.82858,2.47001,-7.17125,27.7427,7.48815,-3.30018,20.2395,-0.740987,-15.3378,3.67422,-7.51376,25.3268
1278,0,5.1359,-2.48613,7.10539,0.180941,-4.03368,-24.3086,80.4476,-12.713,-6.33943,-14.5234,-2.2972,9.77935,5.1359,2.48613,-7.10539,28.2115,7.45155,-3.64319,22.1663,-0.743333,-13.2767,3.76087,-6.82415,23.2328
1279,0,5.50823,-2.55002,7.0714,2.1034,-4.50618,-23.9638,83.2641,-12.4507,-7.20644,-13.9013,-2.28977,9.74418,5.50823,2.55002,-7.0714,28.7393,7.48854,-4.02296,24.1318,-0.793355,-11.087,4.07499,-6.12147,21.0262
1280,0,5.93831,-2.66219,7.06913,4.15201,-5.04496,-23.6141,85.9635,-12.166,-8.19332,-13.2859,-2.3322,9.945,5.93831,2.66219,-7.06913,29.306,7.60321,-4.45841,26.1046,-0.910567,-8.8144,4.59499,-5.42553,18.7715
1281,0,6.41681,-2.82097,7.10088,6.3178,-5.64915,-23.2567,88.5392,-11.8675,-9.27292,-12.6736,-2.42017,10.3605,6.41681,2.82097,-7.10088,29.8825,7.79704,-4.95107,28.037,-1.10572,-6.55361,5.27989,-4.76458,16.5703
1282,0,6.93087,-3.02228,7.16546,8.5858,-6.31435,-22.8843,90.9831,-11.5612,-10.4062,-12.0579,-2.54641,10.9547,6.93087,3.02228,-7.16546,30.4399,8.06558,-5.50699,29.8913,-1.38779,-4.40681,6.09834,-4.1665,14.5321
1283,0,7.46564,-3.25803,7.26236,10.9365,-7.03064,-22.4906,93.2862,-11.2508,-11.5584,-11.4329,-2.70358,11.6912,7.46564,3.25803,-7.26236,30.9406,8.39792,-6.12515,31.6233,-1.75694,-2.42464,7.01588,-3.64247,12.7134
1284,0,8.00518,-3.51741,7.38926,13.3474,-7.78337,-22.0702,95.4383,-10.9386,-12.699,-10.7922,-2.88425,12.5328,8.00518,3.51741,-7.38926,31.3499,8.77729,-6.7966,33.1938,-2.20536,-0.700375,8.00249,-3.2148,11.2086
1285,0,8.533,-3.7876,7.54275,15.7944,-8.5555,-21.6304,97.4302,-10.6361,-13.7966,-10.1292,-3.07979,13.4374,8.533,3.7876,-7.54275,31.6353,9.18262,-7.50113,34.5737,-2.71528,0.715961,9.02972,-2.89245,10.0634
1286,0,9.03444,-4.05308,7.71703,18.2516,-9.3237,-21.1605,99.2491,-10.3347,-14.8258,-9.43685,-3.28224,14.3667,9.03444,4.05308,-7.71703,31.7691,9.5877,-8.22483,35.7403,-3.26891,1.81372,10.0779,-2.67676,9.29235
1287,0,9.49661,-4.30061,7.90404,20.6967,-10.0677,-20.675,100.886,-10.0484,-15.7675,-8.71031,-3.48347,15.2826,9.49661,4.30061,-7.90404,31.7336,9.96777,-8.94461,36.687,-3.84246,2.59077,11.1308,-2.5653,8.8925
1288,0,9.90975,-4.5169,8.09522,23.1062,-10.7651,-20.1757,102.33,-9.7748,-16.6036,-7.94503,-3.67538,16.1485,9.90975,4.5169,-8.09522,31.5161,10.2986,-9.64155,37.4103,-4.41418,3.08489,12.1793,-2.54632,8.82432
1289,0,10.2657,-4.69269,8.28045,25.4612,-11.3971,-19.6705,103.571,-9.51717,-17.324,-7.13953,-3.85058,16.9324,10.2657,4.69269,-8.28045,31.112,10.5611,-10.2951,37.917,-4.96159,3.33098,13.2115,-2.60755,9.04419
1290,0,10.5599,-4.82055,8.4499,27.7463,-11.9478,-19.1845,104.605,-9.29368,-17.9278,-6.29626,-4.00291,17.6085,10.5599,4.82055,-8.4499,30.522,10.74,-10.8846,38.2162,-5.46255,3.38794,14.2188,-2.72914,9.47995
1291,0,10.7908,-4.89663,8.59509,29.9483,-12.4047,-18.7183,105.425,-9.09769,-18.4078,-5.41904,-4.12593,18.1508,10.7908,4.89663,-8.59509,29.7543,10.8263,-11.3898,38.324,-5.89659,3.30455,15.1947,-2.89248,10.0635
1292,0,10.9593,-4.92053,8.70729,32.059,-12.7601,-18.2856,106.028,-8.9374,-18.7727,-4.51633,-4.21632,18.5471,10.9593,4.92053,-8.70729,28.8176,10.8159,-11.8055,38.2513,-6.25068,3.15512,16.1255,-3.07352,10.7078
1293,0,11.0701,-4.89338,8.78037,34.0701,-13.0088,-17.8923,106.409,-8.81218,-19.021,-3.59647,-4.27014,18.7822,11.0701,4.89338,-8.78037,27.7309,10.71,-12.1232,38.0196,-6.51391,2.97133,17.0005,-3.25745,11.3594
1294,0,11.1286,-4.81882,8.80867,35.9822,-13.1504,-17.5606,106.572,-8.74079,-19.1729,-2.6715,-4.2877,18.8587,11.1286,4.81882,-8.80867,26.5084,10.5136,-12.3294,37.6415,-6.67205,2.79658,17.8002,-3.42427,11.9478
1295,0,11.1428,-4.70083,8.78764,37.7933,-13.1851,-17.2878,106.519,-8.71836,-19.2348,-1.75172,-4.26941,18.779,11.1428,4.70083,-8.78764,25.1706,10.2344,-12.4323,37.1331,-6.72651,2.64943,18.5099,-3.56474,12.4412
1296,0,11.1199,-4.54404,8.71513,39.5018,-13.1155,-17.0862,106.251,-8.75523,-19.2215,-0.846688,-4.21802,18.5546,11.1199,4.54404,-8.71513,23.7351,9.88217,-12.4361,36.5084,-6.67902,2.53551,19.1141,-3.67275,12.8193
1297,0,11.0667,-4.35234,8.58862,41.103,-12.9431,-16.9519,105.766,-8.84696,-19.1441,0.0337486,-4.13757,18.202,11.0667,4.35234,-8.58862,22.2175,9.46663,-12.34,35.778,-6.52965,2.43757,19.5956,-3.74788,13.0815
1298,0,10.9897,-4.13005,8.406,42.5969,-12.6719,-16.8932,105.071,-9.00393,-19.0232,0.882896,-4.03458,17.7485,10.9897,4.13005,-8.406,20.6336,8.99767,-12.1645,34.952,-6.29232,2.32983,19.9434,-3.79776,13.2554
1299,0,10.8944,-3.87989,8.1665,43.9772,-12.304,-16.9051,104.164,-9.2217,-18.8696,1.6945,-3.9153,17.2203,10.8944,3.87989,-8.1665,18.9943,8.48434,-11.9168,34.0357,-5.9745,2.17128,20.1452,-3.83254,13.3764
1300,0,10.7847,-3.60512,7.869,45.2373,-11.8425,-16.9921,103.047,-9.5066,-18.6904,2.4649,-3.78518,16.6406,10.7847,3.60512,-7.869,17.3099,7.93543,-11.6206,33.0342,-5.5932,1.91694,20.1928,-3.86802,13.4998
1301,0,10.6642,-3.30849,7.51321,46.371,-11.2904,-17.1394,101.719,-9.84634,-18.4833,3.19092,-3.64908,16.0303,10.6642,3.30849,-7.51321,15.5879,7.35958,-11.2947,31.9507,-5.16278,1.52139,20.0773,-3.9199,13.6799
1302,0,10.5357,-2.99271,7.09913,47.3751,-10.6506,-17.342,100.182,-10.2399,-18.2729,3.86877,-3.51739,15.4362,10.5357,2.99271,-7.09913,13.8339,6.76513,-10.9607,30.7858,-4.6986,0.93683,19.7902,-4.00627,13.9791
1303,0,10.4014,-2.66046,6.6272,48.2424,-9.92633,-17.5885,98.4349,-10.6784,-18.0387,4.49883,-3.39075,14.8616,10.4014,2.66046,-6.6272,12.0528,6.1603,-10.6416,29.5429,-4.21662,0.130611,19.3236,-4.14213,14.4482
1304,0,10.2629,-2.31546,6.09886,48.9696,-9.1219,-17.864,96.48,-11.1508,-17.7816,5.08063,-3.27397,14.3288,10.2629,2.31546,-6.09886,10.2481,5.55439,-10.3588,28.2239,-3.7312,-0.923398,18.6689,-4.34151,15.1328
1305,0,10.1216,-1.96052,5.51693,49.5532,-8.24205,-18.1488,94.3162,-11.6399,-17.5019,5.61265,-3.1718,13.8607,10.1216,1.96052,-5.51693,8.42313,4.9557,-10.1349,26.8337,-3.25706,-2.23158,17.8153,-4.6147,16.0635
1306,0,9.97858,-1.59969,4.88432,49.9929,-7.29358,-18.4319,91.9487,-12.1379,-17.1932,6.09948,-3.0864,13.4679,9.97858,1.59969,-4.88432,6.58161,4.3735,-9.98918,25.3787,-2.80631,-3.78886,16.7512,-4.96908,17.2573
1307,0,9.83448,-1.23652,4.20627,50.2867,-6.28473,-18.7004,89.3777,-12.632,-16.85,6.5415,-3.01973,13.1603,9.83448,1.23652,-4.20627,4.72748,3.81629,-9.94023,23.8683,-2.39024,-5.56846,15.4631,-5.40724,18.7114
1308,0,9.68983,-0.875403,3.48784,50.4366,-5.22493,-18.93,86.6096,-13.1002,-16.4785,6.94382,-2.97549,12.9557,9.68983,0.875403,-3.48784,2.86577,3.29271,-10.0019,22.3136,-2.01643,-7.53534,13.9316,-5.92881,20.4088
1309,0,9.54566,-0.520005,2.7364,50.4447,-4.1269,-19.1164,83.6503,-13.5357,-16.0752,7.30818,-2.95483,12.8601,9.54566,0.520005,-2.7364,1.00397,2.80985,-10.1876,20.73,-1.69156,-9.63643,12.136,-6.52849,22.3131
1310,0,9.40227,-0.174419,1.95972,50.3156,-3.00416,-19.2512,80.5119,-13.9275,-15.6343,7.64344,-2.95738,12.8719,9.40227,0.174419,-1.95972,-0.849031,2.37387,-10.5044,19.1351,-1.41831,-11.8167,10.0505,-7.19764,24.3759
1311,0,9.2605,0.157759,1.16489,50.0542,-1.87038,-19.3185,77.206,-14.2555,-15.1564,7.95616,-2.98331,12.9919,9.2605,-0.157759,-1.16489,-2.68174,1.98889,-10.9573,17.5498,-1.19666,-14.0128,7.64782,-7.92149,26.5306
1312,0,9.12122,0.473819,0.360463,49.6687,-0.740701,-19.3215,73.7498,-14.5167,-14.6527,8.25449,-3.0348,13.2299,9.12122,-0.473819,-0.360463,-4.47987,1.6564,-11.5474,15.9985,-1.02478,-16.1647,4.90161,-8.68125,28.7046
1313,0,8.98499,0.771214,-0.445339,49.1686,0.369648,-19.2535,70.1642,-14.6977,-14.1528,8.5479,-3.11701,13.6088,8.98499,-0.771214,0.445339,-6.22681,1.3759,-12.2703,14.509,-0.898716,-18.2142,1.79209,-9.45105,30.8147
1314,0,8.85366,1.04819,-1.24504,48.5628,1.44733,-19.1053,66.4701,-14.7804,-13.6362,8.83886,-3.22229,14.0923,8.85366,-1.04819,1.24504,-7.90336,1.14447,-13.118,13.1101,-0.813531,-20.1096,-1.68542,-10.199,32.7758
1315,0,8.72472,1.30371,-2.03185,47.8614,2.47936,-18.8938,62.6972,-14.773,-13.1312,9.13875,-3.3552,14.6996,8.72472,-1.30371,2.03185,-9.49375,0.957408,-14.0759,11.8329,-0.764465,-21.8099,-5.51283,-10.8889,34.5075
1316,0,8.60287,1.53685,-2.79806,47.08,3.45426,-18.6078,58.8726,-14.6569,-12.6481,9.44847,-3.51253,15.4142,8.60287,-1.53685,2.79806,-10.9744,0.808547,-15.1266,10.7096,-0.749062,-23.2763,-9.63524,-11.4821,35.9381
1317,0,8.48791,1.7473,-3.53909,46.233,4.36295,-18.2568,55.0304,-14.4352,-12.2115,9.77175,-3.69578,16.2402,8.48791,-1.7473,3.53909,-12.328,0.691291,-16.2474,9.77087,-0.76679,-24.4835,-13.9604,-11.945,37.0179
1318,0,8.3756,1.93585,-4.24898,45.329,5.19944,-17.8449,51.2031,-14.1083,-11.8363,10.1146,-3.90269,17.1643,8.3756,-1.93585,4.24898,-13.5423,0.597985,-17.4101,9.04653,-0.820402,-25.4121,-18.3561,-12.2546,37.7223
1319,0,8.26852,2.10266,-4.92346,44.3846,5.95953,-17.3835,47.4208,-13.6838,-11.5234,10.4707,-4.12849,18.1621,8.26852,-2.10266,4.92346,-14.6012,0.521724,-18.5838,8.56234,-0.915485,-26.0525,-22.6666,-12.4046,38.0586
1320,0,8.16335,2.24835,-5.55906,43.4123,6.64368,-16.8706,43.7228,-13.1676,-11.2963,10.842,-4.37071,19.2197,8.16335,-2.24835,5.55906,-15.4963,0.456202,-19.7385,8.34191,-1.06052,-26.4,-26.7331,-12.4057,38.061
1321,0,8.06162,2.37374,-6.15267,42.4252,7.25426,-16.3114,40.1332,-12.5718,-11.1594,11.2175,-4.62427,20.312,8.06162,-2.37374,6.15267,-16.2184,0.395478,-20.8385,8.40221,-1.26403,-26.4626,-30.4155,-12.2821,37.7842
1322,0,7.95642,2.48168,-6.70217,41.4308,7.79843,-15.7021,36.6838,-11.9102,-11.1278,11.5899,-4.88454,21.417,7.95642,-2.48168,6.70217,-16.77,0.333386,-21.8566,8.75585,-1.53453,-26.2492,-33.6072,-12.0651,37.2928
1323,0,7.84635,2.57227,-7.20528,40.439,8.28157,-15.0534,33.3986,-11.2078,-11.192,11.9504,-5.14445,22.5037,7.84635,-2.57227,7.20528,-17.1511,0.266674,-22.7655,9.4106,-1.878,-25.7788,-36.239,-11.7871,36.653
1324,0,7.73053,2.64573,-7.66144,39.4581,8.71153,-14.3597,30.2983,-10.4846,-11.3682,12.2883,-5.40227,23.5647,7.73053,-2.64573,7.66144,-17.3651,0.193133,-23.5424,10.368,-2.29587,-25.075,-38.282,-11.4746,35.9203
1325,0,7.60183,2.70331,-8.068,38.4902,9.09426,-13.6231,27.4019,-9.76301,-11.6459,12.5933,-5.6513,24.573,7.60183,-2.70331,8.068,-17.4247,0.110382,-24.1711,11.6261,-2.78472,-24.1585,-39.7284,-11.1459,35.1337
1326,0,7.46277,2.74616,-8.42535,37.5465,9.43694,-12.8483,24.7321,-9.06803,-12.0069,12.8611,-5.88513,25.505,7.46277,-2.74616,8.42535,-17.336,0.0160807,-24.6442,13.1771,-3.3353,-23.0558,-40.5996,-10.8111,34.3159
1327,0,7.30649,2.77716,-8.73381,36.6236,9.74656,-12.0424,22.2954,-8.42019,-12.4463,13.0786,-6.10328,26.3612,7.30649,-2.77716,8.73381,-17.117,-0.0920969,-24.9617,15.0093,-3.93354,-21.7923,-40.9311,-10.4728,33.4717
1328,0,7.13449,2.7902,-8.9889,35.7291,10.0188,-11.1986,20.1094,-7.83235,-12.9459,13.2421,-6.29916,27.1191,7.13449,-2.7902,8.9889,-16.778,-0.210228,-25.1207,17.107,-4.56103,-20.3921,-40.7718,-10.1263,32.5889
1329,0,6.94374,2.79132,-9.19381,34.8617,10.2621,-10.3272,18.1823,-7.31819,-13.4697,13.3452,-6.46622,27.7573,6.94374,-2.79132,9.19381,-16.3355,-0.342793,-25.1387,19.4508,-5.19894,-18.8811,-40.1885,-9.76455,31.6473
1330,0,6.73823,2.77634,-9.3462,34.0276,10.4716,-9.43801,16.5206,-6.88494,-14.003,13.3829,-6.60486,28.2812,6.73823,-2.77634,9.3462,-15.7984,-0.486656,-25.025,22.017,-5.82742,-17.2884,-39.2567,-9.37944,30.6224
1331,0,6.51572,2.74393,-9.44879,33.2274,10.6467,-8.54207,15.1324,-6.53764,-14.5251,13.3526,-6.71486,28.6931,6.51572,-2.74393,9.44879,-15.1821,-0.638474,-24.7979,24.7789,-6.42855,-15.6457,-38.0617,-8.9644,29.4916
1332,0,6.27963,2.69422,-9.49635,32.4621,10.7822,-7.65259,14.015,-6.27107,-15.0176,13.2488,-6.79564,28.9935,6.27963,-2.69422,9.49635,-14.495,-0.799095,-24.4698,27.7082,-6.98771,-13.9857,-36.6886,-8.51662,28.2412
1333,0,6.03835,2.62645,-9.49543,31.7396,10.8784,-6.79367,13.1666,-6.08212,-15.4535,13.0661,-6.8491,29.1913,6.03835,-2.62645,9.49543,-13.7403,-0.965671,-24.0605,30.7747,-7.49201,-12.3446,-35.2191,-8.03726,26.8677
1334,0,5.78834,2.54292,-9.44381,31.0563,10.9317,-5.9927,12.5822,-5.96219,-15.8273,12.8041,-6.88182,29.312,5.78834,-2.54292,9.44381,-12.9319,-1.13842,-23.5805,33.9484,-7.93162,-10.7578,-33.7232,-7.53182,25.3807
1335,0,5.54617,2.43749,-9.34508,30.4253,10.9367,-5.25395,12.2544,-5.89762,-16.1287,12.4575,-6.89343,29.3548,5.54617,-2.43749,9.34508,-12.0611,-1.31151,-23.0413,37.2011,-8.29946,-9.25729,-32.2542,-7.00879,23.8005
1336,0,5.30938,2.31725,-9.20233,29.8429,10.8961,-4.62798,12.1684,-5.88153,-16.3406,12.0262,-6.89258,29.3516,5.30938,-2.31725,9.20233,-11.1388,-1.48913,-22.4547,40.5065,-8.59037,-7.86877,-30.8476,-6.47804,22.1549
1337,0,5.09061,2.18573,-9.02118,29.3162,10.8139,-4.11004,12.3108,-5.89824,-16.4528,11.5085,-6.87434,29.2844,5.09061,-2.18573,9.02118,-10.1599,-1.67469,-21.8322,43.8403,-8.80148,-6.60883,-29.5218,-5.94938,20.4749
1338,0,4.89416,2.04206,-8.80405,28.8478,10.6877,-3.72069,12.6688,-5.9385,-16.4424,10.9117,-6.83608,29.1432,4.89416,-2.04206,8.80405,-9.12459,-1.86719,-21.1821,47.1818,-8.93381,-5.48605,-28.2797,-5.4321,18.7931
1339,0,4.72858,1.89602,-8.56413,28.4441,10.5314,-3.47054,13.2303,-5.99759,-16.3127,10.2546,-6.78114,28.9397,4.72858,-1.89602,8.56413,-8.02975,-2.07546,-20.5233,50.5129,-8.99075,-4.50063,-27.1144,-4.9339,17.1395
1340,0,4.59926,1.75273,-8.30522,28.1039,10.3507,-3.34697,13.9779,-6.06484,-16.0268,9.55377,-6.69305,28.6117,4.59926,-1.75273,8.30522,-6.873,-2.30531,-19.8646,53.8179,-8.97905,-3.64572,-26.0107,-4.46092,15.5407
1341,0,4.51427,1.61759,-8.03674,27.8383,10.1557,-3.35627,14.906,-6.14202,-15.583,8.85329,-6.57275,28.1603,4.51427,-1.61759,8.03674,-5.64756,-2.56271,-19.2211,57.0838,-8.90929,-2.9096,-24.952,-4.01765,14.0185
1342,0,4.47783,1.49818,-7.76617,27.6458,9.95838,-3.46637,16.0012,-6.22207,-14.9594,8.19259,-6.40526,27.5253,4.47783,-1.49818,7.76617,-4.3499,-2.8553,-18.6055,60.2984,-8.79464,-2.2828,-23.9232,-3.60839,12.5941
1343,0,4.49154,1.40208,-7.50134,27.5296,9.77222,-3.67894,17.2568,-6.31132,-14.1357,7.6282,-6.18715,26.687,4.49154,-1.40208,7.50134,-2.97697,-3.19014,-18.0302,63.4526,-8.65044,-1.75147,-22.9082,-3.23533,11.2812
1344,0,4.55939,1.33593,-7.25436,27.4922,9.61306,-3.95917,18.6649,-6.4099,-13.1167,7.20995,-5.91579,25.6261,4.55939,-1.33593,7.25436,-1.52313,-3.57294,-17.5087,66.5374,-8.49163,-1.30728,-21.8965,-2.90061,10.0925
1345,0,4.67994,1.30601,-7.02927,27.5327,9.49311,-4.28562,20.2216,-6.52047,-11.8951,6.98586,-5.58747,24.3161,4.67994,-1.30601,7.02927,0.0141519,-4.00875,-17.0455,69.5456,-8.33331,-0.942323,-20.8818,-2.60528,9.03606
1346,0,4.85184,1.31833,-6.83328,27.6481,9.42645,-4.66,21.9059,-6.6561,-10.5173,6.97793,-5.22134,22.8219,4.85184,-1.31833,6.83328,1.63691,-4.50132,-16.6451,72.4698,-8.18886,-0.654061,-19.8597,-2.35053,8.11952
1347,0,5.07197,1.37811,-6.6714,27.8293,9.42401,-5.05843,23.6978,-6.81715,-8.99765,7.19439,-4.81988,21.1441,5.07197,-1.37811,6.6714,3.34635,-5.05372,-16.3049,75.3032,-8.06592,-0.439406,-18.8309,-2.13613,7.34475
1348,0,5.33548,1.48815,-6.54641,28.0672,9.49271,-5.49004,25.5673,-7.01608,-7.41499,7.62424,-4.40909,19.386,5.33548,-1.48815,6.54641,5.14235,-5.66552,-16.0205,78.0394,-7.97282,-0.298876,-17.7978,-1.96203,6.71354
1349,0,5.63694,1.65053,-6.46006,28.3426,9.63552,-5.95521,27.4744,-7.25634,-5.81858,8.24616,-4.00315,17.6096,5.63694,-1.65053,6.46006,7.02274,-6.33565,-15.7795,80.6707,-7.90861,-0.23154,-16.7647,-1.82694,6.22257
1350,0,5.96969,1.8645,-6.41281,28.6335,9.85072,-6.44769,29.3775,-7.53603,-4.27984,9.03184,-3.61912,15.8955,5.96969,-1.8645,6.41281,8.98429,-7.05985,-15.5708,83.1892,-7.8733,-0.240387,-15.7376,-1.73008,5.86995
1351,0,6.3267,2.12549,-6.40305,28.9166,10.1296,-6.99,31.2325,-7.86292,-2.83401,9.95125,-3.27026,14.3119,6.3267,-2.12549,6.40305,11.021,-7.83025,-15.3767,85.5862,-7.85925,-0.324462,-14.7208,-1.66943,5.64891
1352,0,6.69984,2.42635,-6.42919,29.165,10.4602,-7.58008,32.9982,-8.2337,-1.52161,10.9771,-2.96576,12.9107,6.69984,-2.42635,6.42919,13.1241,-8.63631,-15.1831,87.8518,-7.85891,-0.483657,-13.7197,-1.64305,5.55271
1353,0,7.08161,2.75599,-6.48842,29.3479,10.8263,-8.20161,34.6257,-8.63591,-0.375595,12.0711,-2.71178,11.7295,7.08161,-2.75599,6.48842,15.2831,-9.46336,-14.9745,89.9752,-7.86095,-0.715932,-12.7365,-1.64845,5.57243
1354,0,7.46434,3.1004,-6.57677,29.4435,11.2085,-8.84939,36.0908,-9.06398,0.617329,13.2128,-2.50575,10.7636,7.46434,-3.1004,6.57677,17.4859,-10.294,-14.7457,91.9457,-7.86114,-1.01915,-11.7727,-1.68309,5.69871
1355,0,7.8394,3.44362,-6.68958,29.4267,11.5853,-9.50776,37.3611,-9.5061,1.43953,14.3754,-2.35154,10.0364,7.8394,-3.44362,6.68958,19.716,-11.1075,-14.4885,93.7507,-7.84867,-1.38741,-10.8282,-1.7432,5.91773
1356,0,8.19929,3.76857,-6.8205,29.2823,11.935,-10.164,38.4258,-9.95401,2.12415,15.5423,-2.24173,9.51653,8.19929,-3.76857,6.8205,21.956,-11.8814,-14.1965,95.3771,-7.81208,-1.81038,-9.90069,-1.82388,6.21144
1357,0,8.53597,4.06002,-6.96239,28.9951,12.2373,-10.7941,39.2739,-10.3909,2.69188,16.6973,-2.16998,9.176,8.53597,-4.06002,6.96239,24.1888,-12.5948,-13.8808,96.8143,-7.7553,-2.27991,-8.98865,-1.9202,6.56162
1358,0,8.84217,4.30453,-7.10677,28.5581,12.474,-11.3808,39.9069,-10.8037,3.17014,17.8262,-2.12882,8.98033,8.84217,-4.30453,7.10677,26.3943,-13.2275,-13.536,98.049,-7.66413,-2.77647,-8.08909,-2.02481,6.94135
1359,0,9.11224,4.49259,-7.24468,27.971,12.632,-11.9075,40.3337,-11.1796,3.56741,18.9198,-2.11369,8.90838,9.11224,-4.49259,7.24468,28.5551,-13.7637,-13.1738,99.0706,-7.54141,-3.28379,-7.20027,-2.13058,7.32465
1360,0,9.34228,4.61747,-7.3674,27.2357,12.7013,-12.3624,40.5614,-11.5066,3.91233,19.9675,-2.1157,8.91794,9.34228,-4.61747,7.3674,30.6558,-14.191,-12.8016,99.8701,-7.3856,-3.78219,-6.32148,-2.22981,7.68365
